Gender,Religion_ID,Designation_ID,Status,Employment_Category,Year_of_Birth,ages_in_the_company,reported,Employment_Type_Contarct Basis,Employment_Type_Permanant,Marital_Status
1,4,38,0,1,1987.0,1.5753424657534247,0,1.0,0.0,Married
1,3,31,0,1,1996.4285714285716,3.0876712328767124,0,1.0,0.0,Single
1,3,122,0,1,1949.0,2.852054794520548,0,1.0,0.0,Married
1,3,122,0,1,1995.0,2.673972602739726,0,1.0,0.0,Single
1,1,30,0,1,1966.0,2.9753424657534246,0,1.0,0.0,Single
1,1,1,0,1,1966.0,2.9726027397260277,0,1.0,0.0,Married
1,1,30,0,1,1972.857142857143,2.9342465753424656,0,1.0,0.0,Married
1,3,122,0,1,1986.0,1.2328767123287672,0,1.0,0.0,Single
1,4,122,0,1,1982.142857142857,2.4273972602739726,0,1.0,0.0,Single
1,3,122,0,1,1982.142857142857,2.9178082191780823,0,1.0,0.0,Married
1,3,122,0,1,1983.142857142857,1.8027397260273967,0,1.0,0.0,Single
1,3,30,0,1,1974.7142857142856,2.884931506849315,0,1.0,0.0,Married
1,3,38,0,1,1992.2857142857144,1.8767123287671232,0,1.0,0.0,Single
0,1,134,1,1,1959.4285714285716,2.5863013698630137,0,1.0,0.0,Married
1,1,31,0,1,1970.0,3.2739726027397262,0,1.0,0.0,Married
1,1,31,0,1,1989.0,1.841095890410959,0,1.0,0.0,Married
1,1,31,0,1,1992.0,1.2136986301369863,0,1.0,0.0,Single
1,1,31,0,1,1984.0,2.512328767123288,0,1.0,0.0,Married
1,1,29,0,1,1979.0,1.5506849315068494,0,1.0,0.0,Married
1,1,135,1,1,1963.0,3.241095890410959,0,1.0,0.0,Married
1,1,135,0,1,1960.0,2.5397260273972604,0,1.0,0.0,Married
1,1,31,0,1,1971.0,1.021917808219178,0,1.0,0.0,Married
1,1,31,0,1,1977.0,2.5863013698630137,0,1.0,0.0,Married
1,1,31,0,1,1999.0,1.0356164383561643,0,1.0,0.0,Married
1,1,31,0,1,1980.0,2.1397260273972605,0,1.0,0.0,Married
1,1,31,0,1,1976.0,2.9287671232876717,0,1.0,0.0,Married
1,1,31,0,1,1963.0,2.9287671232876717,0,1.0,0.0,Married
1,1,31,0,1,1986.0,1.7589041095890412,0,1.0,0.0,Married
1,1,31,0,1,1980.0,2.126027397260274,0,1.0,0.0,Married
1,1,31,0,1,1982.0,1.0027397260273974,0,1.0,0.0,Married
1,1,31,0,1,1968.0,1.0054794520547945,0,1.0,0.0,Married
1,1,31,0,1,1971.0,2.9287671232876717,0,1.0,0.0,Married
1,1,31,0,1,1983.0,2.16986301369863,0,1.0,0.0,Married
1,1,31,0,1,1986.0,2.9287671232876717,0,1.0,0.0,Married
1,1,31,0,1,1989.0,2.1095890410958904,0,1.0,0.0,Married
1,1,31,0,1,1975.0,2.06027397260274,0,1.0,0.0,Married
1,1,31,0,1,1985.0,2.032876712328767,0,1.0,0.0,Married
1,1,134,0,1,1959.4285714285716,1.1506849315068493,0,1.0,0.0,Married
1,1,30,1,1,1984.0,2.5863013698630137,0,1.0,0.0,Married
1,1,31,0,1,1981.0,0.6027397260273972,0,1.0,0.0,Married
1,1,31,0,1,1984.0,1.4136986301369865,0,1.0,0.0,Married
1,1,1,0,1,1982.0,1.8465753424657532,0,1.0,0.0,Married
1,1,7,0,2,1970.0,7.531506849315068,0,1.0,0.0,Married
1,5,33,0,2,1993.0,4.654794520547945,0,1.0,0.0,Single
1,5,22,1,2,1977.0,3.9178082191780814,0,1.0,0.0,Married
1,1,55,0,1,1977.0,2.356164383561644,0,1.0,0.0,Married
1,1,31,0,1,1975.0,3.0,0,1.0,0.0,Married
1,1,31,0,1,1979.7142857142856,4.002739726027397,0,1.0,0.0,Married
1,1,1,0,1,1996.0,4.002739726027397,0,1.0,0.0,Single
1,1,31,0,1,1972.857142857143,2.271232876712329,0,1.0,0.0,Married
1,1,31,0,1,1977.0,2.0191780821917806,0,1.0,0.0,Married
1,1,31,0,1,1960.0,2.271232876712329,0,1.0,0.0,Married
1,1,31,0,1,1982.142857142857,3.506849315068493,0,1.0,0.0,Married
1,1,70,0,2,1997.0,2.873972602739726,0,1.0,0.0,Single
0,1,2,0,2,1993.0,2.4657534246575343,0,1.0,0.0,Single
1,1,48,1,2,1994.0,2.854794520547945,0,1.0,0.0,Single
1,1,88,0,2,1997.0,1.1534246575342466,0,1.0,0.0,Single
1,1,48,0,2,1991.857142857143,2.835616438356164,0,1.0,0.0,Single
1,1,6,1,2,1964.0,2.854794520547945,1,1.0,0.0,Married
1,1,107,1,2,1962.0,2.824657534246575,0,1.0,0.0,Married
1,1,8,1,2,1988.0,2.797260273972603,0,1.0,0.0,Single
1,1,8,0,2,1988.0,2.887671232876712,0,1.0,0.0,Married
1,1,7,1,2,1987.0,2.643835616438356,0,1.0,0.0,Single
1,1,27,0,2,1995.0,2.7534246575342465,0,1.0,0.0,Single
1,1,120,0,3,1956.0,2.6246575342465754,0,1.0,0.0,Married
1,1,29,0,1,1964.2857142857144,4.002739726027397,0,1.0,0.0,Married
1,1,1,0,1,1977.142857142857,3.2356164383561645,0,1.0,0.0,Married
1,1,1,0,1,1984.0,0.2383561643835616,0,1.0,0.0,Married
1,1,31,0,1,1971.0,3.2356164383561645,0,1.0,0.0,Married
1,1,31,1,1,1997.0,1.915068493150685,0,1.0,0.0,Married
1,1,31,0,1,1978.571428571429,3.1890410958904107,0,1.0,0.0,Married
1,1,31,0,1,1973.2857142857144,0.3890410958904109,0,1.0,0.0,Married
1,1,31,0,1,1970.2857142857144,0.1589041095890411,0,1.0,0.0,Married
1,1,53,0,1,1984.857142857143,3.112328767123288,0,1.0,0.0,Married
1,1,22,0,2,1985.0,1.8547945205479448,0,1.0,0.0,Married
1,5,31,0,1,2003.0,2.882191780821918,0,1.0,0.0,Single
1,1,128,0,2,1996.0,2.1232876712328768,0,1.0,0.0,Single
1,1,31,0,1,1997.0,3.421917808219178,0,1.0,0.0,Married
1,1,31,0,1,1996.0,3.421917808219178,0,1.0,0.0,Married
1,1,31,0,1,1968.0,3.219178082191781,0,1.0,0.0,Married
1,1,31,1,1,1985.0,1.915068493150685,0,1.0,0.0,Married
1,1,32,0,2,1959.0,12.471232876712328,0,1.0,0.0,Married
1,1,31,0,1,1992.0,0.7205479452054795,0,1.0,0.0,Married
1,1,1,0,1,1996.0,1.1534246575342466,0,1.0,0.0,Married
1,1,31,0,1,1969.0,3.2164383561643834,0,1.0,0.0,Married
1,1,31,0,1,1997.0,3.238356164383561,0,1.0,0.0,Married
1,1,31,0,1,1995.0,1.2246575342465753,0,1.0,0.0,Single
1,1,31,0,1,1996.0,3.16986301369863,0,1.0,0.0,Married
1,1,31,0,1,1973.0,1.7780821917808218,0,1.0,0.0,Married
1,1,31,0,1,1985.0,1.1424657534246576,0,1.0,0.0,Married
1,1,1,0,1,1980.0,2.1534246575342464,0,1.0,0.0,Married
1,1,1,0,1,1971.0,2.9945205479452053,0,1.0,0.0,Married
1,1,1,0,1,1988.0,1.2,0,1.0,0.0,Married
1,1,31,0,1,1977.0,2.98082191780822,0,1.0,0.0,Married
1,1,37,0,2,1974.0,2.287671232876712,0,1.0,0.0,Married
1,1,31,0,1,1988.0,2.852054794520548,0,1.0,0.0,Married
1,1,31,1,1,1969.0,2.852054794520548,0,1.0,0.0,Married
1,1,1,0,1,1974.0,2.871232876712329,0,1.0,0.0,Married
1,1,31,0,1,2003.0,2.868493150684932,0,1.0,0.0,Single
1,1,31,0,1,1999.0,1.4082191780821918,0,1.0,0.0,Single
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,Married
1,1,31,0,1,1975.571428571429,0.0328767123287671,0,1.0,0.0,Married
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,Married
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,Married
1,1,31,0,1,1975.571428571429,3.112328767123288,0,1.0,0.0,Married
1,1,31,0,1,1957.0,3.1424657534246574,0,1.0,0.0,Married
1,1,31,0,1,2001.0,3.0712328767123287,0,1.0,0.0,Single
1,1,31,0,1,1972.0,3.084931506849315,0,1.0,0.0,Married
1,1,31,0,1,1968.0,2.8219178082191783,0,1.0,0.0,Married
1,3,30,0,1,1994.0,2.8438356164383563,0,1.0,0.0,Single
1,1,31,0,1,1960.0,0.7945205479452054,0,1.0,0.0,Married
1,1,31,0,1,1982.0,2.808219178082192,0,1.0,0.0,Married
1,1,1,0,1,1976.0,4.002739726027397,0,1.0,0.0,Married
1,1,31,0,1,2000.0,2.808219178082192,0,1.0,0.0,Single
1,3,122,0,1,1992.0,1.6027397260273972,0,1.0,0.0,Single
1,3,122,0,1,2000.0,2.786301369863014,0,1.0,0.0,Single
1,1,31,0,1,1964.0,2.8575342465753426,0,1.0,0.0,Married
1,1,31,0,1,1976.0,2.8767123287671232,0,1.0,0.0,Married
1,1,31,0,1,1973.0,2.852054794520548,0,1.0,0.0,Married
1,1,31,0,1,1974.4285714285716,0.536986301369863,0,1.0,0.0,Married
1,1,31,0,1,1998.0,0.810958904109589,0,1.0,0.0,Single
1,1,1,0,1,1979.0,3.084931506849315,0,1.0,0.0,Married
1,1,31,0,1,1969.0,1.0986301369863014,0,1.0,0.0,Married
1,1,80,0,2,1998.0,2.868493150684932,0,1.0,0.0,Single
0,1,125,0,2,1993.0,0.8493150684931506,0,1.0,0.0,Single
1,1,27,0,2,1993.571428571429,3.421917808219178,0,1.0,0.0,Single
1,1,35,0,2,1979.4285714285716,4.413698630136986,0,1.0,0.0,Single
1,1,31,0,1,1987.0,2.43013698630137,0,1.0,0.0,Married
1,1,55,0,2,1955.0,7.252054794520548,0,1.0,0.0,Married
1,1,55,0,1,1981.4285714285716,1.3506849315068492,0,1.0,0.0,Married
1,1,27,1,2,1968.0,5.841095890410959,1,1.0,0.0,Married
1,1,31,0,1,1976.857142857143,3.084931506849315,0,1.0,0.0,Married
1,3,31,0,1,1983.0,2.868493150684932,0,1.0,0.0,Married
1,1,116,0,3,1976.0,3.213698630136986,0,1.0,0.0,Married
1,1,97,0,2,1991.0,3.841095890410959,0,1.0,0.0,Married
1,1,107,1,2,1961.0,3.372602739726027,0,1.0,0.0,Married
1,1,68,1,2,1957.0,3.6301369863013697,0,1.0,0.0,Married
1,1,55,0,1,1999.0,2.841095890410959,0,1.0,0.0,Single
1,3,108,0,2,1982.2857142857144,2.9013698630136986,0,1.0,0.0,Single
1,1,31,0,1,2001.0,2.841095890410959,0,1.0,0.0,Single
1,1,31,0,1,1978.0,0.4767123287671233,0,1.0,0.0,Married
1,1,22,0,2,1981.0,1.7452054794520548,0,1.0,0.0,Married
1,1,31,0,1,1983.571428571429,2.734246575342466,0,1.0,0.0,Single
1,1,129,0,1,1995.0,2.9178082191780823,0,1.0,0.0,Single
1,1,104,0,3,1980.0,2.5863013698630137,0,1.0,0.0,Married
1,1,31,0,1,1970.0,2.473972602739726,0,1.0,0.0,Married
1,1,31,0,1,1993.0,2.4876712328767123,0,1.0,0.0,Married
1,1,134,1,1,1959.4285714285716,2.915068493150685,0,1.0,0.0,Married
1,3,71,0,2,1980.0,4.641095890410959,0,1.0,0.0,Married
1,1,31,0,1,1993.0,0.8191780821917808,0,1.0,0.0,Single
1,1,31,0,1,1953.0,2.293150684931507,0,1.0,0.0,Single
1,5,132,0,2,1973.0,1.7397260273972603,1,1.0,0.0,Married
1,1,133,0,2,1985.0,2.580821917808219,0,1.0,0.0,Married
1,1,38,1,1,1994.0,2.750684931506849,0,1.0,0.0,Single
1,1,31,0,1,1986.0,0.8273972602739726,0,1.0,0.0,Married
1,1,122,1,1,1980.857142857143,3.336986301369863,0,1.0,0.0,Single
1,1,31,0,1,1974.2857142857144,1.3123287671232875,0,1.0,0.0,Married
1,4,31,0,1,1968.0,2.6410958904109587,0,1.0,0.0,Married
1,1,64,1,2,1976.0,2.556164383561644,0,1.0,0.0,Married
1,4,31,0,1,1979.0,2.6410958904109587,0,1.0,0.0,Married
1,4,1,0,1,1979.0,2.6246575342465754,0,1.0,0.0,Single
1,3,1,0,1,1994.0,2.6356164383561644,0,1.0,0.0,Married
1,1,31,0,1,1978.0,0.1589041095890411,0,1.0,0.0,Married
1,1,30,0,1,1966.0,2.378082191780822,0,1.0,0.0,Married
1,1,31,0,1,1983.0,1.0657534246575342,0,1.0,0.0,Married
1,1,1,0,1,1969.0,0.1589041095890411,0,1.0,0.0,Married
1,3,33,0,2,1982.0,2.0794520547945203,1,1.0,0.0,Married
1,1,8,0,2,1992.0,2.5342465753424657,0,1.0,0.0,Single
1,4,27,0,2,1995.0,2.526027397260274,0,1.0,0.0,Single
1,1,24,0,2,1995.0,2.5232876712328767,0,1.0,0.0,Married
1,1,108,0,2,1991.0,2.504109589041096,0,1.0,0.0,Single
1,3,6,0,2,1953.0,0.3835616438356164,0,1.0,0.0,Married
1,3,8,0,2,1989.0,1.547945205479452,0,1.0,0.0,Married
1,1,64,0,2,1975.0,0.5917808219178082,0,1.0,0.0,Married
1,1,62,0,1,1957.0,2.5863013698630137,0,1.0,0.0,Married
1,1,24,0,2,1980.0,1.3534246575342466,0,1.0,0.0,Married
0,1,138,1,2,1994.0,2.4794520547945207,0,1.0,0.0,Married
0,1,17,0,2,1989.0,2.4438356164383563,0,1.0,0.0,Married
1,4,104,0,3,1985.0,2.405479452054794,0,1.0,0.0,Married
1,3,140,0,2,1994.0,0.4356164383561643,0,1.0,0.0,Single
1,1,8,0,2,1992.0,2.1397260273972605,0,1.0,0.0,Single
1,1,93,0,2,1998.0,0.5945205479452055,0,1.0,0.0,Single
1,3,30,0,1,1959.0,2.4,0,1.0,0.0,Married
1,3,36,0,2,1979.0,0.1780821917808219,0,1.0,0.0,Married
1,4,31,0,1,1993.0,2.3698630136986303,0,1.0,0.0,Married
1,4,1,0,1,1977.0,2.3917808219178083,0,1.0,0.0,Married
1,3,31,0,1,1992.0,2.367123287671233,0,1.0,0.0,Married
1,4,84,0,2,1991.0,2.3123287671232875,0,1.0,0.0,Single
1,1,22,0,2,1992.0,0.4465753424657534,1,1.0,0.0,Single
1,1,7,0,2,1980.0,1.0410958904109588,0,1.0,0.0,Married
0,1,177,1,2,1999.0,2.084931506849315,0,1.0,0.0,Single
1,1,33,0,2,1993.0,0.3945205479452054,0,1.0,0.0,Single
1,1,24,0,2,1975.0,0.2273972602739726,0,1.0,0.0,Married
1,1,70,0,2,1998.0,2.249315068493151,0,1.0,0.0,Single
1,1,8,0,2,1982.0,0.8383561643835616,0,1.0,0.0,Married
1,1,144,0,2,1967.0,2.238356164383561,0,1.0,0.0,Married
1,1,24,0,2,1983.0,2.468493150684932,0,1.0,0.0,Married
1,3,146,0,2,2005.0,0.8931506849315068,0,1.0,0.0,Single
1,1,7,0,2,1988.0,2.202739726027397,0,1.0,0.0,Married
1,1,33,0,2,1994.0,0.7534246575342466,0,1.0,0.0,Single
1,1,48,0,2,1984.0,0.0958904109589041,0,1.0,0.0,Single
1,1,27,0,2,1997.0,2.208219178082192,0,1.0,0.0,Single
0,1,147,0,2,1993.0,0.2547945205479452,1,1.0,0.0,Single
1,1,176,0,2,1983.0,1.556164383561644,0,1.0,0.0,Married
1,1,8,0,2,1990.0,2.1452054794520548,0,1.0,0.0,Single
1,1,27,0,2,1998.0,0.8684931506849315,0,1.0,0.0,Single
1,1,27,0,2,1997.0,2.1452054794520548,0,1.0,0.0,Single
1,1,40,0,2,1996.0,0.8767123287671232,0,1.0,0.0,Single
1,5,22,0,2,1985.0,1.189041095890411,0,1.0,0.0,Married
1,1,80,1,2,1968.0,2.1205479452054794,0,1.0,0.0,Married
1,1,43,0,2,1991.0,2.1205479452054794,0,1.0,0.0,Married
1,1,1,0,1,1971.0,0.8,0,1.0,0.0,Single
1,1,22,0,2,2000.0,0.1589041095890411,1,1.0,0.0,Single
1,1,48,1,2,1995.0,2.084931506849315,0,1.0,0.0,Single
1,1,95,1,2,1998.0,2.0794520547945203,0,1.0,0.0,Single
1,1,24,0,2,1999.0,2.063013698630137,0,1.0,0.0,Single
0,1,17,0,2,1993.0,0.663013698630137,0,1.0,0.0,Single
0,1,149,0,2,1970.0,0.6,0,1.0,0.0,Married
1,1,27,0,2,1995.0,1.021917808219178,0,1.0,0.0,Single
1,1,8,0,2,1987.0,0.2465753424657534,0,1.0,0.0,Married
1,5,36,1,2,1983.0,2.0356164383561643,1,1.0,0.0,Married
0,1,120,0,3,1976.0,0.4931506849315068,0,1.0,0.0,Married
1,3,33,0,2,1995.0,0.589041095890411,0,1.0,0.0,Single
1,1,89,0,2,1993.0,0.6082191780821918,0,1.0,0.0,Single
1,1,22,0,2,1991.0,0.3945205479452054,1,1.0,0.0,Single
1,1,8,0,2,1985.0,0.2821917808219178,0,1.0,0.0,Single
1,1,17,0,2,1986.0,0.010958904109589,0,1.0,0.0,Married
1,3,22,0,2,1989.0,0.958904109589041,0,1.0,0.0,Single
1,1,6,0,2,1964.0,1.093150684931507,0,1.0,0.0,Married
1,1,153,1,1,1994.0,1.915068493150685,0,1.0,0.0,Single
1,1,17,0,2,1994.0,0.4821917808219178,0,1.0,0.0,Single
1,3,36,0,2,1994.0,0.3342465753424657,0,1.0,0.0,Single
1,1,66,0,3,1975.0,0.4931506849315068,0,1.0,0.0,Married
1,1,78,0,3,1990.0,0.3616438356164383,0,1.0,0.0,Married
1,3,7,0,2,1996.0,1.0547945205479452,0,1.0,0.0,Single
1,1,122,0,1,1980.0,1.4,0,1.0,0.0,Single
1,1,55,0,1,1997.0,0.7452054794520548,0,1.0,0.0,Single
1,1,134,0,1,1952.0,1.104109589041096,0,1.0,0.0,Married
1,1,48,1,2,1978.0,1.7808219178082192,0,1.0,0.0,Married
1,1,108,0,2,1983.857142857143,1.2301369863013698,0,1.0,0.0,Single
1,1,22,1,2,1987.0,1.7424657534246577,1,1.0,0.0,Married
1,1,104,0,3,1989.0,0.3506849315068493,0,1.0,0.0,Single
1,1,9,0,2,1995.0,0.3150684931506849,0,1.0,0.0,Single
1,1,1,0,1,1964.0,0.5205479452054794,0,1.0,0.0,Married
1,1,162,0,3,1970.0,0.6410958904109589,1,1.0,0.0,Married
1,1,163,0,3,1975.0,0.3123287671232876,0,1.0,0.0,Married
0,1,161,0,2,1992.0,0.3452054794520548,0,1.0,0.0,Single
1,1,27,0,2,1969.0,0.726027397260274,0,1.0,0.0,Married
1,1,27,0,2,1963.0,1.643835616438356,0,1.0,0.0,Married
1,1,31,0,1,1981.0,1.523287671232877,0,1.0,0.0,Married
1,3,30,0,1,1954.0,0.4958904109589041,0,1.0,0.0,Married
1,3,30,0,1,1992.0,0.4904109589041096,0,1.0,0.0,Married
1,1,43,0,1,1980.0,0.8164383561643835,0,1.0,0.0,Married
1,5,8,0,2,1993.0,1.5863013698630135,0,1.0,0.0,Married
1,3,122,1,1,1982.142857142857,1.9013698630136984,0,1.0,0.0,Married
1,3,122,1,1,1982.142857142857,1.9013698630136984,0,1.0,0.0,Married
1,1,122,0,1,1978.0,1.180821917808219,0,1.0,0.0,Married
1,1,122,0,1,1979.0,1.523287671232877,0,1.0,0.0,Married
1,1,24,0,1,1968.0,0.9041095890410958,0,1.0,0.0,Married
1,1,122,0,1,1992.0,0.9506849315068492,0,1.0,0.0,Married
1,1,55,0,1,1975.0,0.8136986301369863,0,1.0,0.0,Married
1,1,31,0,1,1959.0,0.4136986301369863,0,1.0,0.0,Married
1,1,31,0,1,1976.0,0.5835616438356165,0,1.0,0.0,Married
1,1,29,0,1,1979.2857142857144,1.1424657534246576,0,1.0,0.0,Married
1,3,33,0,2,1994.0,0.6191780821917808,1,1.0,0.0,Single
1,1,31,0,1,1983.0,0.810958904109589,0,1.0,0.0,Married
1,1,4,0,1,1958.0,0.5589041095890411,0,1.0,0.0,Married
1,1,31,0,1,1987.0,0.8410958904109589,0,1.0,0.0,Married
1,1,31,0,1,1978.0,0.7972602739726027,0,1.0,0.0,Married
1,1,124,0,1,1977.0,0.8164383561643835,0,1.0,0.0,Married
1,1,124,0,1,1969.0,0.8164383561643835,0,1.0,0.0,Married
1,1,31,0,1,1981.0,0.821917808219178,0,1.0,0.0,Married
1,1,31,0,1,2003.0,0.7095890410958904,0,1.0,0.0,Single
1,1,31,0,1,2002.0,0.852054794520548,0,1.0,0.0,Single
1,1,31,0,1,2002.0,0.589041095890411,0,1.0,0.0,Single
1,1,31,0,1,1994.0,1.0383561643835617,0,1.0,0.0,Married
1,1,31,0,1,1958.0,1.0383561643835617,0,1.0,0.0,Married
1,1,31,1,1,1962.0,1.5808219178082192,0,1.0,0.0,Married
1,1,31,0,1,1963.0,0.8438356164383561,0,1.0,0.0,Married
1,1,30,0,1,1998.0,0.547945205479452,0,1.0,0.0,Married
1,1,31,0,1,2001.0,0.6958904109589041,0,1.0,0.0,Single
1,1,55,0,1,1998.0,0.8191780821917808,0,1.0,0.0,Married
1,1,31,0,1,1971.0,0.3780821917808219,0,1.0,0.0,Married
1,1,31,0,1,1968.0,0.8657534246575342,0,1.0,0.0,Married
1,3,31,0,1,1978.0,0.7726027397260274,0,1.0,0.0,Married
1,1,31,0,1,1962.0,0.8191780821917808,0,1.0,0.0,Single
1,1,80,1,1,1965.0,1.547945205479452,0,1.0,0.0,Married
1,1,31,0,1,1965.0,0.8684931506849315,0,1.0,0.0,Married
1,1,55,0,1,1961.0,0.9616438356164384,0,1.0,0.0,Married
0,1,31,0,1,1998.0,0.7287671232876712,0,1.0,0.0,Married
1,1,31,0,1,1972.0,0.4,0,1.0,0.0,Married
1,1,31,0,1,1962.0,0.8273972602739726,0,1.0,0.0,Married
1,1,31,0,1,1967.0,0.736986301369863,0,1.0,0.0,Married
1,1,31,0,1,1983.0,0.7589041095890411,0,1.0,0.0,Married
1,1,90,0,2,1990.0,0.6986301369863014,0,1.0,0.0,Married
1,1,124,0,1,1974.0,0.7753424657534247,0,1.0,0.0,Married
1,1,31,1,1,1959.0,1.5041095890410958,0,1.0,0.0,Married
1,1,33,1,2,1994.0,1.5095890410958903,1,1.0,0.0,Single
1,1,124,0,1,1969.0,0.7452054794520548,0,1.0,0.0,Married
1,1,31,0,1,2001.0,0.7315068493150685,0,1.0,0.0,Single
1,1,24,0,1,1988.0,0.6575342465753424,0,1.0,0.0,Married
1,1,124,0,1,1972.857142857143,1.008219178082192,0,1.0,0.0,Married
1,1,31,0,1,2001.0,0.6301369863013698,0,1.0,0.0,Single
0,1,125,0,1,1998.0,0.4712328767123288,0,1.0,0.0,Single
1,1,167,0,3,1993.0,1.2465753424657535,0,1.0,0.0,Married
1,1,31,0,1,1954.0,0.4657534246575342,0,1.0,0.0,Married
1,1,139,0,1,1995.0,0.7671232876712328,0,1.0,0.0,Single
0,1,112,0,2,1998.0,1.378082191780822,0,1.0,0.0,Single
1,1,49,1,2,1991.0,1.4684931506849317,1,1.0,0.0,Married
1,1,24,0,2,1975.0,0.2356164383561644,0,1.0,0.0,Married
1,5,89,1,2,1994.0,1.473972602739726,0,1.0,0.0,Single
1,1,7,0,2,1979.0,0.0136986301369863,0,1.0,0.0,Married
1,1,6,1,2,1986.0,1.463013698630137,1,1.0,0.0,Married
1,1,31,0,1,1974.0,0.5589041095890411,0,1.0,0.0,Married
1,1,7,0,2,1969.0,0.0054794520547945,0,1.0,0.0,Married
1,1,158,0,2,1994.0,0.421917808219178,0,1.0,0.0,Single
1,1,31,0,1,1958.0,0.7205479452054795,0,1.0,0.0,Married
1,1,31,0,1,1978.0,0.9424657534246575,0,1.0,0.0,Married
1,1,49,0,2,1996.0,0.3589041095890411,1,1.0,0.0,Single
1,3,36,0,2,1994.0,0.3616438356164383,0,1.0,0.0,Single
1,1,31,0,1,1970.571428571429,0.421917808219178,0,1.0,0.0,Married
1,1,43,0,1,1994.0,0.5671232876712329,0,1.0,0.0,Married
1,5,124,0,1,1980.0,0.4136986301369863,0,1.0,0.0,Married
0,1,125,0,1,1989.7142857142856,0.7753424657534247,0,1.0,0.0,Single
0,1,125,0,1,1991.2857142857144,0.7205479452054795,0,1.0,0.0,Single
1,1,78,0,2,1987.0,0.3534246575342465,0,1.0,0.0,Married
1,1,33,0,2,1993.0,0.0027397260273972,0,1.0,0.0,Single
1,1,36,0,2,1991.0,0.4712328767123288,1,1.0,0.0,Single
1,1,31,0,1,1969.0,1.295890410958904,0,1.0,0.0,Married
1,1,31,0,1,1971.0,0.7397260273972602,0,1.0,0.0,Married
